Active Ingredient,Disease/Use Case,Days Until Expiry,Storage Temperature (C),Dissolution Rate (%),Disintegration Time (minutes),Impurity Level (%),Assay Purity (%),Warning Labels Present,Safe/Not Safe,UPC,Quantity,Manufacturer,Batch Number,Price
Drug_739,Blood Clot Prevention,878,25.99618458,85.00763924,21.78372252,1.472615827,98.00509624,3,Safe,199275000000,145,PharmaCorp,BATCH2813,191.17
Drug_740,Throat Infection,839,28.02798539,90.5551888,5.801321314,1.001494435,97.54834211,3,Safe,965718000000,118,CureWell,BATCH9801,161.54
Drug_741,Infection,897,18.32856685,92.60513202,23.52459867,1.190463309,97.21437172,1,Safe,615333000000,167,CureWell,BATCH3461,363.97
Drug_742,Inflammation,983,23.9174871,87.8597132,13.8558951,0.367880622,93.11444647,1,Safe,646243000000,201,PharmaCorp,BATCH5120,213.85
Drug_743,Mental Health,981,17.74641177,89.9901496,20.69762294,0.856351944,94.57670231,2,Safe,995435000000,141,HealthPlus,BATCH7124,304.8
Drug_744,Respiratory Infection,991,25.9913014,98.03977919,16.92662973,0.286591687,94.63459654,2,Safe,591827000000,131,HealthPlus,BATCH9475,52.82
Drug_745,Allergy,1043,22.7285942,91.92488397,17.30316941,0.694338802,96.01932085,2,Safe,159020000000,266,CureWell,BATCH5396,77.85
Drug_746,Thyroid,1024,16.77954442,85.96053219,13.44626147,0.455805339,95.33815854,2,Safe,270505000000,208,BioCare,BATCH1816,290.92
Drug_747,Mental Health,869,25.726671,92.24272714,12.21324646,0.721363416,99.9489256,4,Safe,539023000000,135,PharmaCorp,BATCH8304,304.73
Drug_748,Thyroid,913,26.58463261,93.4436295,16.26422538,0.957498451,93.60860903,3,Safe,113453000000,196,CureWell,BATCH8331,388.15
Drug_749,Infection,950,20.67230955,89.87947092,18.53385737,0.984699971,93.22204137,4,Safe,898437000000,263,CureWell,BATCH1082,109.38
Drug_750,Acidity,734,17.1984031,96.26697166,11.53283934,0.136347024,93.1180598,4,Safe,566825000000,230,PharmaCorp,BATCH2920,280.93
Drug_751,Autoimmune Disorder,1022,15.77750595,92.30889965,14.5495763,1.480235283,92.11063007,1,Safe,421361000000,172,PharmaCorp,BATCH8817,137.5
Drug_752,Pain Relief,846,25.06019155,86.06253909,13.1230077,0.296108386,99.27759803,3,Safe,725045000000,235,HealthPlus,BATCH3093,91.94
Drug_753,Respiratory Infection,831,24.88000023,85.74705103,8.23191946,0.484056099,94.39062127,1,Safe,464278000000,196,BioCare,BATCH8071,234.72
Drug_754,Cholesterol,899,17.09813049,99.205816,23.08962803,0.974922609,93.38816073,3,Safe,527341000000,222,BioCare,BATCH8967,123.5
Drug_755,Fever,818,23.90833494,99.21631564,9.084761126,0.543502309,99.62278312,4,Safe,808958000000,169,PharmaCorp,BATCH9367,149.8
Drug_756,Blood Clot Prevention,888,28.3394695,96.40686785,21.7095906,1.243490208,96.50382053,4,Safe,170460000000,268,MediLife,BATCH6285,192.9
Drug_757,Cancer,772,26.02770806,93.77427589,21.15133726,0.918211164,95.33200108,2,Safe,754972000000,295,CureWell,BATCH5937,166.72
Drug_758,Heart Health,944,26.20749389,86.28308944,10.10969735,0.451204145,98.34347627,2,Safe,622784000000,112,CureWell,BATCH1369,89.42
Drug_759,Bacterial Infection,925,26.03633082,95.03279327,21.18675146,1.468518742,98.51179945,2,Safe,469825000000,148,PharmaCorp,BATCH2818,90.46
Drug_760,Throat Infection,797,17.66215873,95.8400749,8.923548104,0.557979117,99.78624673,4,Safe,551573000000,159,MediLife,BATCH3101,136.96
Drug_761,Diabetes,931,19.91217465,85.63914408,17.05694445,1.217989524,94.70098743,1,Safe,341663000000,229,HealthPlus,BATCH4490,72.75
Drug_762,Pain Relief,908,18.74279258,97.04947878,15.63772455,1.222093116,99.11252893,3,Safe,674375000000,287,PharmaCorp,BATCH2779,331.91
Drug_763,Acidity,763,19.14150953,95.65093806,20.90473102,0.878941072,92.05237712,4,Safe,818336000000,104,PharmaCorp,BATCH8674,179.3
Drug_764,Allergy,973,20.1836166,96.4124473,19.15674272,1.433078078,92.11751737,2,Safe,149964000000,271,CureWell,BATCH2364,175.89
Drug_765,Pain Relief,810,21.60753927,97.60113476,10.57981267,1.276370959,94.95534011,4,Safe,952866000000,126,PharmaCorp,BATCH8294,199.4
Drug_766,Diabetes,950,29.03489897,94.18464474,19.13122955,0.497291546,96.82459963,3,Safe,842334000000,259,PharmaCorp,BATCH4676,348.26
Drug_767,Inflammation,735,26.95090036,85.32684882,5.07926416,0.809544381,98.09847927,4,Safe,758867000000,248,PharmaCorp,BATCH3426,441.79
Drug_768,Pain Relief,921,19.4666569,94.30359019,9.933103894,0.14935711,96.19079757,1,Safe,621504000000,107,CureWell,BATCH9264,391.59
Drug_769,Thyroid,1013,18.57600105,98.12891091,18.018694,0.28085625,94.90236023,4,Safe,372103000000,299,HealthPlus,BATCH9089,377.39
Drug_770,Fever,1033,26.46529066,95.35745264,11.43401117,0.507091219,99.58633839,1,Safe,556058000000,149,HealthPlus,BATCH3962,267.98
Drug_771,Heart Health,1092,19.78801083,94.31010016,12.31634205,0.141955784,92.98017054,4,Safe,315136000000,166,PharmaCorp,BATCH1859,362.21
Drug_772,Heart Health,779,28.87954247,89.20683344,20.50631832,0.935966649,97.98805182,3,Safe,253635000000,143,CureWell,BATCH5138,298.74
Drug_773,Pain Relief,895,24.84890455,91.67209345,15.16631895,1.052925914,97.12856497,1,Safe,207667000000,224,HealthPlus,BATCH3424,147.31
Drug_774,Fever,789,18.31203199,88.19548515,24.51060043,1.057020307,97.41496652,1,Safe,739250000000,157,HealthPlus,BATCH5017,143.86
Drug_775,Fever,914,17.43974116,98.07217502,6.201170601,1.160342684,98.88465978,1,Safe,269381000000,102,HealthPlus,BATCH9560,183.38
Drug_776,Diabetes,762,21.82243076,97.00230086,5.569390705,1.164381094,98.07423784,1,Safe,584135000000,185,CureWell,BATCH9342,459.86
Drug_777,Cholesterol,989,24.38338274,88.8964257,9.12154994,1.352523722,94.2609902,3,Safe,265830000000,169,CureWell,BATCH2134,296.34
Drug_778,Bacterial Infection,1024,15.63539843,89.07995172,10.89433596,1.307703603,94.34040586,2,Safe,518315000000,229,PharmaCorp,BATCH6166,380.26
Drug_779,Mental Health,1032,15.01324444,89.77255249,9.445723725,1.142643432,97.3013665,4,Safe,576544000000,271,BioCare,BATCH6119,205.95
Drug_780,Throat Infection,892,23.08145426,90.67010258,6.221203868,0.793969001,99.6348567,4,Safe,394135000000,101,HealthPlus,BATCH6694,233.47
Drug_781,Thyroid,1057,17.0392033,89.22673436,22.28486574,1.233899204,93.08771757,3,Safe,238598000000,201,BioCare,BATCH7136,106.5
Drug_782,Blood Pressure,950,22.79153003,97.73890985,23.36282839,1.05952391,96.96978889,2,Safe,252642000000,134,CureWell,BATCH6485,127.08
Drug_783,Cholesterol,1072,15.88353115,97.56574716,11.36035422,0.557724356,92.59445948,4,Safe,732056000000,197,CureWell,BATCH5164,422.31
Drug_784,Seizures,853,28.13001356,85.60608307,15.67044627,1.071172674,93.25683155,1,Safe,915852000000,129,CureWell,BATCH3346,313.18
Drug_785,Seizures,791,20.48163564,98.7773264,22.89089837,0.19253283,93.59290917,4,Safe,564521000000,215,BioCare,BATCH6039,201.89
Drug_786,Diabetes,797,18.99907662,99.19299464,17.24335693,1.23947236,96.74181118,4,Safe,759167000000,107,CureWell,BATCH5897,411.28
Drug_787,Seizures,891,29.35190846,96.10221362,11.52022764,0.744805198,94.41472268,3,Safe,960503000000,249,PharmaCorp,BATCH9252,160.93
Drug_788,Cholesterol,951,21.66313306,96.39180065,23.64542791,0.315693659,94.85679363,1,Safe,170492000000,143,CureWell,BATCH6041,489.21
Drug_789,Pain Relief,763,27.02032164,86.41858783,17.68410342,0.799904175,94.12107135,4,Safe,832714000000,285,MediLife,BATCH4901,205.17
Drug_790,Blood Clot Prevention,778,24.27788944,90.95561435,10.1870263,1.150219733,99.45478191,2,Safe,278068000000,135,BioCare,BATCH2337,201.79
Drug_791,Heart Health,730,21.69190351,88.00394932,12.78673455,0.60397656,92.97560045,4,Safe,263535000000,296,MediLife,BATCH2184,190.36
Drug_792,Bacterial Infection,908,20.87296684,90.22686835,13.92877964,1.25034413,97.53123537,1,Safe,658680000000,176,CureWell,BATCH5426,104.95
Drug_793,Bacterial Infection,972,26.27417271,99.50534082,10.51681128,1.151310483,96.82174453,3,Safe,838596000000,130,PharmaCorp,BATCH2551,100.01
Drug_794,Diabetes,942,19.49823022,89.17345793,12.806568,1.301524535,96.41410433,3,Safe,517055000000,146,HealthPlus,BATCH2629,341.65
Drug_795,Acidity,860,17.52829758,99.16047833,8.494165861,0.951051957,97.01846462,4,Safe,178661000000,154,CureWell,BATCH2526,443.8
Drug_796,Cancer,943,25.50726058,93.30830305,6.561936906,0.489270259,95.25830938,1,Safe,288151000000,205,PharmaCorp,BATCH2361,405.73
Drug_797,Cholesterol,808,24.43209943,96.29484883,20.45425335,0.634439998,96.98701439,4,Safe,910847000000,289,BioCare,BATCH5370,113.5
Drug_798,Thyroid,805,26.00423214,87.89114442,11.77518311,1.091181949,97.83953814,4,Safe,416499000000,257,MediLife,BATCH6283,295.51
Drug_799,Seizures,839,27.72849714,93.71345377,17.63474072,0.63546554,97.76400142,3,Safe,334167000000,220,MediLife,BATCH8610,97.52
Drug_800,Blood Clot Prevention,948,20.20267954,94.76626998,14.74811743,0.47907103,95.25753134,3,Safe,297941000000,154,MediLife,BATCH2993,70.38
Drug_801,Blood Pressure,743,17.75740524,86.21438892,7.996565743,0.49535278,93.59512445,3,Safe,366108000000,243,BioCare,BATCH1869,345.37
Drug_802,Mental Health,960,29.03482751,91.4722037,15.44761207,0.691834543,92.06269936,3,Safe,132809000000,111,PharmaCorp,BATCH2014,290.82
Drug_803,Heart Health,906,23.10139321,86.1147182,23.01295988,1.483866853,92.92427987,2,Safe,738915000000,244,BioCare,BATCH1602,86.91
Drug_804,Bacterial Infection,1053,26.91099387,89.4099468,21.50467915,0.521636194,92.2273983,3,Safe,605248000000,243,MediLife,BATCH1690,65.72
Drug_805,Infection,865,20.34814796,99.99824099,22.20679463,0.230233382,93.8799219,4,Safe,950320000000,239,CureWell,BATCH9685,495.39
Drug_806,Mental Health,994,29.40834565,92.25764179,18.77157776,1.30921323,98.42181047,2,Safe,206959000000,235,HealthPlus,BATCH1489,63.51
Drug_807,Cholesterol,863,15.68397717,99.3228417,16.28548837,0.225748292,94.37624046,2,Safe,480735000000,102,BioCare,BATCH7864,250.04
Drug_808,Acidity,987,17.85549162,87.73652168,22.58968711,0.289402946,93.20382291,2,Safe,712863000000,243,BioCare,BATCH8240,277.08
Drug_809,Skin Infection,897,19.7289469,99.85773551,16.36696566,0.28845279,94.24062845,1,Safe,757352000000,129,PharmaCorp,BATCH8786,102.78
Drug_810,Allergy,730,26.85352037,94.91452851,14.4220635,0.591669906,92.06377257,4,Safe,566734000000,122,PharmaCorp,BATCH9024,126.08
Drug_811,Throat Infection,926,15.18219799,97.97701141,20.92143902,1.271907139,92.01380333,1,Safe,297758000000,191,BioCare,BATCH1294,208.31
Drug_812,Skin Infection,747,18.43780732,88.31373064,11.63628837,0.320525266,93.12283603,1,Safe,141181000000,214,MediLife,BATCH6488,392.75
Drug_813,Acidity,1055,29.06431532,88.03305882,16.66036901,0.806509943,95.26194063,4,Safe,954696000000,203,HealthPlus,BATCH5027,278.19
Drug_814,Thyroid,964,22.16713484,98.38622396,11.33721096,0.93507798,92.69690301,1,Safe,746632000000,217,PharmaCorp,BATCH3912,337.06
Drug_815,Allergy,877,22.80407528,96.60379312,5.890704169,0.661811361,95.51367695,1,Safe,156352000000,104,MediLife,BATCH5744,493.33
Drug_816,Blood Pressure,968,26.72437867,98.36711327,17.17935627,1.495456302,96.36128448,1,Safe,601356000000,203,CureWell,BATCH2873,395.6
Drug_817,Skin Infection,791,17.92321192,95.26931607,18.69597731,1.149357559,94.92270332,4,Safe,684943000000,207,PharmaCorp,BATCH4258,245.46
Drug_818,Seizures,930,21.52993387,99.09370014,6.270706483,0.979122695,93.96641756,4,Safe,852114000000,164,MediLife,BATCH3817,250.9
Drug_819,Bacterial Infection,961,23.25643691,90.2545412,15.33431122,0.578399397,95.7557257,2,Safe,451092000000,220,MediLife,BATCH9636,328.45
Drug_820,Blood Clot Prevention,943,27.49908781,86.24354989,23.40535856,0.823034331,93.69091232,1,Safe,814919000000,129,HealthPlus,BATCH4641,349.41
Drug_821,Heart Health,986,16.97422773,94.99351643,13.57560809,0.817676321,96.53378186,4,Safe,725014000000,248,HealthPlus,BATCH5458,275.32
Drug_822,Autoimmune Disorder,1015,24.07869683,93.23316042,12.57834623,1.350765547,94.54381105,3,Safe,171512000000,183,CureWell,BATCH6307,340.19
Drug_823,Throat Infection,830,18.19837752,95.30681409,13.48989359,0.208455362,98.52385754,2,Safe,780171000000,297,MediLife,BATCH9933,60.59
Drug_824,Autoimmune Disorder,1048,24.16343128,86.43462858,8.840318791,0.121435841,93.46712785,4,Safe,905225000000,249,MediLife,BATCH3041,243.33
Drug_825,Pain Relief,818,24.5935585,94.53206144,6.184062587,0.765540926,96.83616081,1,Safe,520413000000,299,HealthPlus,BATCH1679,175.52
Drug_826,Thyroid,824,16.14436694,87.83098121,21.08738505,1.384236582,98.08119119,1,Safe,256896000000,131,PharmaCorp,BATCH6738,108.13
Drug_827,Autoimmune Disorder,884,22.33362175,97.70753754,16.4042021,0.679110754,99.01441188,1,Safe,819154000000,260,PharmaCorp,BATCH6668,94.8
Drug_828,Acidity,1027,19.82963029,99.6070656,7.521540985,0.709417061,94.30320992,4,Safe,883421000000,115,BioCare,BATCH8697,321.44
Drug_829,Autoimmune Disorder,798,23.77176939,92.40571593,21.91467433,0.31775023,99.13730385,2,Safe,562020000000,137,HealthPlus,BATCH9033,285.62
Drug_830,Blood Pressure,748,25.32672269,96.31018663,20.80639631,0.591581152,92.60679696,1,Safe,163583000000,241,BioCare,BATCH1062,164.11
Drug_831,Inflammation,810,27.05242147,97.91852533,21.08655288,1.071511582,94.05717392,4,Safe,497979000000,135,HealthPlus,BATCH8829,261.93
Drug_832,Skin Infection,765,24.12205242,85.59930344,23.49690901,1.476646738,96.00838517,2,Safe,756004000000,250,CureWell,BATCH8352,271.5
Drug_833,Throat Infection,789,21.41611706,99.24849331,7.21216322,0.516108977,94.97818208,2,Safe,999882000000,213,MediLife,BATCH7915,137.75
Drug_834,Thyroid,785,25.37712624,88.5214444,20.42104917,0.20160653,95.54322291,2,Safe,166258000000,165,CureWell,BATCH9326,343.44
Drug_835,Diabetes,970,15.71117298,91.345334,22.53123103,0.633074087,94.4013832,4,Safe,829615000000,204,HealthPlus,BATCH4644,401.41
Drug_836,Infection,807,27.61115548,96.63970699,10.55010595,1.267404864,92.60642317,1,Safe,638664000000,184,MediLife,BATCH5970,406.16
Drug_837,Cholesterol,785,25.49200642,99.01643918,12.48138642,0.507048087,93.5363182,3,Safe,333912000000,101,PharmaCorp,BATCH9003,321.11
Drug_838,Allergy,965,16.53398193,87.20663029,22.80436989,0.634666618,94.5979199,1,Safe,830103000000,300,PharmaCorp,BATCH4278,280.24
Drug_839,Heart Health,763,26.12648755,94.49449561,8.404966526,1.324714569,95.80807124,4,Safe,774311000000,292,BioCare,BATCH8296,77.45
Drug_840,Acidity,1042,25.48173505,87.38654414,20.02195542,0.165282155,94.24472843,4,Safe,702945000000,174,HealthPlus,BATCH4074,179.52
Drug_841,Diabetes,818,26.61393965,99.99797236,19.22339674,0.892233358,99.62335304,2,Safe,786905000000,166,HealthPlus,BATCH9312,91.97
Drug_842,Autoimmune Disorder,857,27.43857142,89.29366083,16.40557112,1.010734765,94.16879653,3,Safe,263249000000,279,PharmaCorp,BATCH8552,483.72
Drug_843,Cancer,790,18.25484846,97.77706129,8.528984885,0.683545482,96.92260564,2,Safe,912129000000,289,CureWell,BATCH2637,110.79
Drug_844,Cholesterol,765,28.76720094,87.48355726,11.8737118,0.305400102,94.46350243,1,Safe,892768000000,250,MediLife,BATCH6103,118.3
Drug_845,Blood Clot Prevention,843,27.59359722,93.61734504,17.5972108,1.229802593,97.64648096,1,Safe,887146000000,253,CureWell,BATCH1644,450.31
Drug_846,Autoimmune Disorder,762,23.694048,89.0333745,14.07020194,0.858447651,93.28273182,4,Safe,139049000000,295,CureWell,BATCH3032,474.77
Drug_847,Allergy,803,27.23170681,95.60679339,15.2330828,0.255966961,98.88393813,1,Safe,754280000000,154,PharmaCorp,BATCH3761,394.62
Drug_848,Infection,929,20.27694596,97.33491327,22.75524949,0.404361476,92.97620323,4,Safe,540331000000,105,PharmaCorp,BATCH3068,52.43
Drug_849,Blood Clot Prevention,1022,16.68714702,96.08918143,19.25789109,0.396394036,93.87870553,4,Safe,670081000000,262,PharmaCorp,BATCH1241,50.61
Drug_850,Cancer,1085,27.27677581,96.68781359,19.48845029,0.863083719,92.41328833,3,Safe,110597000000,249,BioCare,BATCH3668,220.15
Drug_851,Mental Health,983,19.55052855,94.62764277,13.79788301,1.460576866,99.96618834,3,Safe,706866000000,270,CureWell,BATCH1802,114.53
Drug_852,Throat Infection,957,22.83910302,93.84377494,9.587580503,0.307126003,93.95522796,3,Safe,777973000000,242,HealthPlus,BATCH6059,58.27
Drug_853,Autoimmune Disorder,1053,27.03209097,85.42165482,8.772860716,0.129805138,93.58997069,2,Safe,390836000000,185,MediLife,BATCH1195,258.83
Drug_854,Thyroid,967,26.42265895,99.67251006,23.48336507,1.334518087,99.30313042,4,Safe,914279000000,159,BioCare,BATCH3187,474.38
Drug_855,Throat Infection,933,29.06112512,90.33515023,22.6299347,0.384931534,94.73958122,1,Safe,754026000000,200,HealthPlus,BATCH3330,195.72
Drug_856,Cancer,1048,29.78913816,85.53398764,11.44156925,0.448818389,98.13207727,3,Safe,928544000000,111,CureWell,BATCH5841,347.51
Drug_857,Skin Infection,923,21.18079012,92.03831571,17.67187795,1.024062046,98.99147311,2,Safe,409708000000,148,PharmaCorp,BATCH4606,343.51
Drug_858,Fever,849,21.6826623,87.7787627,19.86598364,0.853974564,96.20611953,4,Safe,307840000000,141,CureWell,BATCH9468,162.99
Drug_859,Acidity,779,22.90918357,95.67508106,7.884665619,1.234558869,92.96157958,2,Safe,474197000000,265,MediLife,BATCH1060,342.69
Drug_860,Blood Clot Prevention,757,27.65771387,98.94682108,24.57606525,0.961514885,92.0161699,2,Safe,701108000000,181,BioCare,BATCH4927,145.55
Drug_861,Cancer,1027,17.32107616,97.95473769,10.89733201,0.817662731,94.41743332,2,Safe,358810000000,272,BioCare,BATCH7296,104.9
Drug_862,Skin Infection,775,16.43027687,88.00698599,11.55486573,1.361270175,94.762428,1,Safe,832672000000,134,MediLife,BATCH3591,365.62
Drug_863,Allergy,777,17.94642008,98.50952679,12.69426767,1.396115393,97.4820884,1,Safe,950328000000,257,HealthPlus,BATCH9758,101.05
Drug_864,Blood Pressure,931,16.03936544,96.72176513,17.33325002,1.136088561,93.46728281,1,Safe,889777000000,257,HealthPlus,BATCH7121,498.61
Drug_865,Inflammation,754,27.01348183,85.81098292,8.300565483,0.166455319,92.43638948,3,Safe,295854000000,233,BioCare,BATCH2200,132.55
Drug_866,Mental Health,924,16.57506626,88.61287223,23.47935585,0.293315828,96.59928503,3,Safe,146831000000,166,BioCare,BATCH3854,317.36
Drug_867,Infection,1072,29.03213401,90.41116579,18.34506735,0.295323411,92.26423724,2,Safe,430666000000,179,PharmaCorp,BATCH8024,235.12
Drug_868,Diabetes,856,17.74149014,86.92795252,23.58595679,1.091326665,97.47315049,4,Safe,756028000000,106,HealthPlus,BATCH7972,106.87
Drug_869,Cancer,955,22.54614177,88.34224674,12.26555439,1.253520705,97.41567048,4,Safe,319322000000,279,MediLife,BATCH1136,62.53
Drug_870,Cholesterol,857,17.63277765,87.12294402,16.86167654,0.944323772,96.27708527,4,Safe,350833000000,113,HealthPlus,BATCH2029,330.23
Drug_871,Throat Infection,904,22.53333225,98.48848518,5.120475107,0.233251685,95.4793458,2,Safe,734959000000,172,PharmaCorp,BATCH3594,413.04
Drug_872,Thyroid,873,25.95117884,99.09281618,5.109306156,1.321863876,97.57976778,2,Safe,367278000000,242,BioCare,BATCH8206,428.91
Drug_873,Blood Clot Prevention,1030,28.96591087,92.9485689,12.39696047,0.367604209,98.47029508,4,Safe,601784000000,248,BioCare,BATCH1661,267.22
Drug_874,Bacterial Infection,934,25.15352396,89.06503829,14.99167688,1.336408689,95.55376127,4,Safe,413734000000,262,PharmaCorp,BATCH3472,399.85
Drug_875,Fever,946,21.01646011,87.41878388,9.594994044,0.928028857,99.92999414,2,Safe,112138000000,165,MediLife,BATCH1086,352.78
Drug_876,Fever,1039,19.62631711,90.18026243,18.04765562,1.340595097,94.89007049,2,Safe,124914000000,190,BioCare,BATCH7219,375.91
Drug_877,Throat Infection,898,15.17197908,93.16625198,11.87879889,0.390692054,99.66472794,2,Safe,119885000000,229,CureWell,BATCH9143,271.67
Drug_878,Seizures,996,17.07396456,86.45523076,21.35069735,0.726279821,94.25068245,2,Safe,298498000000,262,BioCare,BATCH7968,335.04
Drug_879,Mental Health,872,21.65618224,92.34682504,10.81031403,0.298089575,98.89915081,2,Safe,858140000000,119,CureWell,BATCH3773,412.49
Drug_880,Blood Pressure,1012,16.54599614,91.67185655,19.6913761,0.564120894,99.23812271,1,Safe,523472000000,109,PharmaCorp,BATCH2700,229.05
Drug_881,Blood Pressure,967,26.88037589,86.34743294,19.78474177,0.879788534,94.95035802,3,Safe,621946000000,124,PharmaCorp,BATCH3700,412.69
Drug_882,Respiratory Infection,767,26.36003074,94.57100038,22.5628471,0.769488049,95.35016157,4,Safe,358816000000,293,BioCare,BATCH7815,316.41
Drug_883,Infection,1088,15.82555437,98.40282005,20.6303599,1.339444228,93.95159443,4,Safe,862319000000,124,HealthPlus,BATCH2647,124.66
Drug_884,Mental Health,1050,28.64145445,91.37224437,23.5779603,0.213373153,99.79238032,2,Safe,366272000000,153,CureWell,BATCH7038,61.11
Drug_885,Cholesterol,814,27.26973086,93.92104093,18.51119288,0.558377119,94.69469345,4,Safe,784890000000,132,MediLife,BATCH6164,213.24
Drug_886,Fever,981,18.33856618,85.83004534,8.8740294,0.113763186,92.13818522,1,Safe,614313000000,263,BioCare,BATCH6520,296.01
Drug_887,Blood Pressure,919,27.36414795,92.26160823,20.98193819,1.242703505,92.36694031,3,Safe,413081000000,194,MediLife,BATCH4687,427.92
Drug_888,Cholesterol,1008,21.69248981,85.60474425,10.40912103,1.185938418,93.683637,4,Safe,709285000000,113,BioCare,BATCH1596,107.37
Drug_889,Cholesterol,812,15.07883385,91.36301172,21.56133281,1.007877153,97.52447311,1,Safe,518576000000,164,HealthPlus,BATCH5545,410.09
Drug_890,Heart Health,786,29.95902863,91.62129251,21.28216817,1.123759003,97.38747933,3,Safe,548357000000,209,HealthPlus,BATCH9676,438.35
Drug_891,Acidity,879,16.60938506,87.45248201,22.85903899,1.252520941,95.23244399,3,Safe,384640000000,179,HealthPlus,BATCH9837,117.81
Drug_892,Cholesterol,757,21.15122187,85.21970899,22.01665187,0.118447052,97.20879095,4,Safe,684306000000,153,HealthPlus,BATCH5757,433.22
Drug_893,Cancer,1010,23.43962572,85.96951238,18.4772589,1.220419075,92.13345594,4,Safe,756495000000,224,PharmaCorp,BATCH5384,496.15
Drug_894,Acidity,868,19.46183188,92.86437312,8.078640667,1.026221519,95.4586242,2,Safe,422275000000,279,PharmaCorp,BATCH9912,377.08
Drug_895,Blood Pressure,832,26.80253567,97.16900029,8.692982559,0.620846119,92.19601542,3,Safe,135773000000,230,CureWell,BATCH5733,403.15
Drug_896,Thyroid,1052,22.7527493,85.41464686,13.69197887,1.029815897,93.54381822,1,Safe,271505000000,268,MediLife,BATCH8081,497.49
Drug_897,Allergy,794,16.39242286,92.79655791,19.63934673,1.35225871,98.68539692,4,Safe,120338000000,233,BioCare,BATCH9690,322.47
Drug_898,Mental Health,779,27.46812654,89.76148582,20.92272788,0.205199164,99.20872749,1,Safe,900072000000,124,BioCare,BATCH8117,188.55
Drug_899,Blood Clot Prevention,977,16.19042739,85.59437203,10.55647695,0.155580192,92.46101732,4,Safe,984785000000,240,PharmaCorp,BATCH5729,426.89
Drug_900,Acidity,884,15.0348028,88.93486385,15.7424971,0.336813489,93.56427353,3,Safe,407931000000,216,BioCare,BATCH2673,326.52
